country,acronym,population,production-based_PDF,PDF_footprint,net_importer,percapite_production_based_PDF,percapita_PDF_footprint,percapita_net_trade,Indicator_Name,Indicator_Code,GNI_PPP,GNI_percapita_PPP,Adj_netNationalIncome,Adj_netNationalIncome_percapita,GINI
Ghana,GHA,31522290,1.138386e-4,1.256653e-4,1.18267e-5,3.74249e-12,4.1313e-12,3.888e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,168439527387.3363,5343.505417510476,52946920254.9233,1679.6660475785009,NA
Nepal,NPL,28832496,1.308966e-4,1.442342e-4,1.3337600000000001e-05,4.57541e-12,5.04161e-12,4.662e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,119098699250.78052,4130.710683208991,32134548983.4223,1114.5253946596333,NA
Gambia,GMB,2508883,1.1306e-6,2.2407e-6,1.1101e-6,4.816e-13,9.5444e-13,4.7284e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5358326266.560291,2135.741788899798,1387800886.62195,553.1548847124197,NA
Zambia,ZMB,18380477,3.88247e-5,4.73019e-5,8.4773e-6,2.17371e-12,2.64833e-12,4.7462e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,63492882556.90543,3454.3653332231493,18199054682.5433,990.129618646094,NA
Nigeria,NGA,203304492,7.23102e-5,1.777186e-4,1.054084e-4,3.5982e-13,8.8433e-13,5.2451e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1040597740019.16,5118.419813464623,368647910872.857,1813.2797128400734,NA
Bosnia and Herzegovina,BIH,3360711,2.4253e-5,2.604e-5,1.7869e-6,7.34718e-12,7.88851e-12,5.4133e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,54078907873.15198,16091.507979457912,16925594292.7621,5036.313533880807,NA
Azerbaijan,AZE,10024283,1.11702e-4,1.182862e-4,6.5842e-6,1.114314e-11,1.179996e-11,6.5682e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,145097815681.85678,14474.63281731539,36150816053.3299,3606.3243678704903,NA
Slovakia,SVK,5454147,2.64053e-5,3.00441e-5,3.6388e-6,4.84133e-12,5.50848e-12,6.6715e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,178096322732.3573,32653.377830182668,85240883221.1219,15628.636929133356,23.2
Senegal,SEN,16000781,7.7331e-6,1.99394e-5,1.22062e-5,4.7453e-13,1.22354e-12,7.4901e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,55726141751.649605,3482.713859507833,20176111687.0327,1260.9454305407155,NA
Belarus,BLR,9419758,2.86847e-5,3.59371e-5,7.2524e-6,3.04516e-12,3.81508e-12,7.6991e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,183895160632.57788,19522.28078816652,53025555442.3388,5629.184469743151,25.3
Bangladesh,BGD,165516222,2.438962e-4,3.720845e-4,1.281883e-4,1.49587e-12,2.28208e-12,7.862e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,981928372127.5084,5932.520451847363,312361096812.876,1887.1932493292168,NA
Macedonia,MKD,2076694,1.51166e-5,1.675e-5,1.6333e-6,7.27919e-12,8.06569e-12,7.865e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35669944090.09852,17176.312008460813,10185487759.6715,4904.664702489389,33.5
Mozambique,MOZ,30285595,8.89409e-5,1.133889e-4,2.4448e-5,2.92896e-12,3.73406e-12,8.0511e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,39839588932.19412,1315.4633063076396,11668015390.388,385.26617655647846,50.5
Kyrgyzstan,KGZ,6456200,8.51778e-5,9.13275e-5,6.1497e-6,1.319318e-11,1.41457e-11,9.5252e-13,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,32280022514.10249,4999.848597333182,6423165037.30832,994.8832188142127,29.7
Albania,ALB,2854191,3.75116e-5,4.06775e-5,3.1659e-6,1.314263e-11,1.425185e-11,1.10922e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,40583373124.0538,14218.870819806314,12379000501.4942,4337.131082500856,30.1
Morocco,MAR,36304408,1.199646e-4,1.654793e-4,4.55147e-5,3.28925e-12,4.53719e-12,1.24794e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,310901208932.9315,8563.73168054225,105361848651.476,2902.17784714947,NA
Hungary,HUN,9771141,2.6568e-5,3.87712e-5,1.22032e-5,2.71903e-12,3.96792e-12,1.24889e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,329596909965.01715,33731.67063754552,132628705691.376,13573.512621645314,30
Yemen Arab Republic/Yemen (1990/1991),YEM,31546691,6.39112e-5,1.003846e-4,3.64734e-5,2.1916e-12,3.44231e-12,1.25072e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,NA,NA,NA,NA,NA
USSR/Russian Federation (1990/1991),RUS,144406261,3.15895e-4,5.071765e-4,1.912815e-4,2.18754e-12,3.51215e-12,1.3246e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4273387015415.451,29592.809798014583,1280764520745.96,8869.17583681472,37.7
Angola,AGO,32353588,7.26604e-5,1.208148e-4,4.81543e-5,2.2831e-12,3.79618e-12,1.51308e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,202535400692.31152,6260.059956636387,56232452982.204,1738.0592527235,NA
Tunisia,TUN,12049314,4.40299e-5,6.27223e-5,1.86924e-5,3.76494e-12,5.36329e-12,1.59836e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,135954521790.57674,11283.175273760542,38979846969.8888,3235.026240488778,NA
Zimbabwe,ZWE,15354608,1.36655e-5,3.71818e-5,2.35163e-5,9.3309e-13,2.53879e-12,1.6057e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,34710829852.339554,2260.6132212779094,16192994864.0317,1054.6016455797308,50.3
Mauritania,MRT,4383849,3.2952e-6,1.08998e-5,7.6046e-6,7.2811e-13,2.40842e-12,1.68031e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,24859406591.406372,5670.680397843624,7088158821.87541,1616.8802396878657,NA
Egypt,EGY,105618671,2.8497e-6,1.723031e-4,1.694534e-4,2.839e-14,1.71637e-12,1.68798e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1252250922533.6565,11856.340462129621,262394976331.958,2484.3616554497075,31.9
Poland,POL,37965475,7.69656e-5,1.479138e-4,7.09482e-5,2.02725e-12,3.896e-12,1.86875e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1272412042369.3596,33514.97755182464,504704670723.198,13293.779959902991,28.8
Iraq,IRQ,41563520,1.81262e-5,1.079052e-4,8.9779e-5,4.6111e-13,2.74499e-12,2.28388e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,444003659901.53674,10682.532660889567,178952656565.981,4305.5221638104995,NA
Armenia,ARM,2820602,2.9968e-5,3.68626e-5,6.8946e-6,1.013212e-11,1.246314e-11,2.33103e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,42652316566.72784,15121.706843690758,11892705734.2577,4216.371446328727,30
Latvia,LVA,1913822,4.1159e-6,8.6023e-6,4.4863e-6,2.15064e-12,4.4948e-12,2.34416e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,62103082428.14652,32449.76932449649,26449289133.6321,13820.140605360424,34.5
China,CHN,1407745000,0.0047240633,0.0080306702,0.0033066069,3.35424e-12,5.70204e-12,2.3478e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,23380863059847.367,16608.734578952415,10622646613018.9,7545.85994837055,38.2
Algeria,DZA,42705368,1.12534e-5,1.169816e-4,1.057282e-4,2.6138e-13,2.71715e-12,2.45576e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,504951743968.7454,11824.081318506504,135688646580.766,3177.3206258465216,NA
Uzbekistan,UZB,33580350,1.010307e-4,1.894944e-4,8.84637e-5,3.00863e-12,5.64301e-12,2.63438e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,262329620925.21957,7811.99781792684,47770400617.1723,1422.5700630628419,NA
Lithuania,LTU,2794137,8.3633e-6,1.57983e-5,7.435e-6,2.99315e-12,5.65407e-12,2.66092e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,107740983352.12514,38559.6638075102,45943513278.2558,16442.827706105963,35.3
Jordan,JOR,10698683,3.5775e-6,3.18083e-5,2.82308e-5,3.5415e-13,3.14881e-12,2.79466e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,106353788566.40517,9940.829966305682,42071717584.6607,3932.4202413194876,NA
Viet Nam,VNM,95776716,7.491461e-4,0.0010329467,2.838006e-4,7.76622e-12,1.070831e-11,2.94209e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,972126018109.0004,10149.920134127384,207238972412.896,2163.7719590729753,NA
Bhutan,BTN,767459,1.0828e-5,1.34428e-5,2.6148e-6,1.418959e-11,1.761621e-11,3.42662e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8583523976.176445,11184.342064105633,2051715786.48799,2673.3881373311015,NA
Palestine,PSE,4685306,0,1.60992e-5,1.60992e-5,0,3.43611e-12,3.43611e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35899329307.067825,7662.109861568876,NA,NA,NA
Italy,ITA,59729081,5.535718e-4,7.624234e-4,2.088516e-4,9.26804e-12,1.276469e-11,3.49664e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2758765993017.338,46187.98660266241,1674476237969.1,28034.52204411282,34.6
Oman,OMN,4602768,3.8001e-6,2.25651e-5,1.8765e-5,7.6384e-13,4.5357e-12,3.77186e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,151367273153.7564,32886.14006914022,49721459737.0328,10802.512691717853,NA
Cyprus,CYP,1228836,1.14223e-5,1.60714e-5,4.6491e-6,9.52995e-12,1.340878e-11,3.87883e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,36739673107.74489,29897.946599664145,21501178247.7844,17497.19103914957,31.2
Djibouti,DJI,1073994,1.4194e-6,5.2667e-6,3.8473e-6,1.45793e-12,5.40971e-12,3.95178e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5175929860.473684,4819.328469687619,2844089801.13166,2648.1431005495933,NA
Lebanon,LBN,5781907,1.77739e-5,4.51309e-5,2.7357e-5,2.59256e-12,6.58296e-12,3.99039e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,101073207043.6962,17480.946518803605,41106105007.7401,7109.437251021176,NA
Slovenia,SVN,2088385,7.6693e-6,1.6246e-5,8.5768e-6,3.67234e-12,7.77923e-12,4.10688e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,86553274799.15132,41445.07588359011,43304402811.6337,20735.833101479708,24.4
United States of America,USA,328329953,0.0024007232,0.0037869535,0.0013862302,7.31192e-12,1.153398e-11,4.22206e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,21764537000000,66288.61241910512,18185527879288.3,55387.96479920399,41.5
Iran,IRN,86564202,2.223058e-4,5.759835e-4,3.536777e-4,2.68116e-12,6.94676e-12,4.2656e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1273947452471.6975,14716.793120459859,193462971627.444,2234.907353820971,40.9
Austria,AUT,8879920,4.71169e-5,8.6343e-5,3.92261e-5,5.306e-12,9.72339e-12,4.41739e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,528650662494.7607,59533.268598676645,361253244069.608,40682.038134308415,30.2
Saudi Arabia,SAU,35827362,3.38862e-4,4.930582e-4,1.541962e-4,9.88843e-12,1.438807e-11,4.4996400000000004e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1772762201363.8845,49480.679078852765,655033453595.015,18283.050077619864,NA
Portugal,PRT,10286263,1.329311e-4,1.799798e-4,4.70487e-5,1.292317e-11,1.74971e-11,4.57393e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,373703823018.2891,36330.378002029414,191513675080.45,18618.39183777918,32.8
France,FRA,67388001,3.227625e-4,6.353067e-4,3.125442e-4,4.79952e-12,9.44709e-12,4.64757e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3476171529249.476,51584.42864701501,2286387728814.01,33928.70681553545,31.2
Canada,CAN,37601230,1.155347e-4,3.03058e-4,1.875233e-4,3.07263e-12,8.05979e-12,4.98715e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1851430732710.4185,49238.56833168538,1421423437049.95,37802.57818826538,31.7
United Kingdom,GBR,66836327,3.5114e-5,3.76605e-4,3.41491e-4,5.2537e-13,5.63473e-12,5.10936e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3292921205770.4136,49268.43460099795,NA,NA,32.8
Finland,FIN,5521606,5.8389e-6,3.51923e-5,2.93534e-5,1.05746e-12,6.37355e-12,5.31609e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,287530965946.7022,52073.79265139566,219053976171.47,39672.14903987535,27.7
Malta,MLT,504062,5.135e-7,3.3008e-6,2.7874e-6,1.01869e-12,6.54849e-12,5.52981e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,22773666613.460716,45180.288562638554,NA,NA,31
CSSR/Czech Republic (1990/1991),CZE,10671870,1.61021e-5,7.87639e-5,6.26618e-5,1.50884e-12,7.38051e-12,5.87168e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,443315371395.9548,41540.55206781518,186271495814.353,17454.438239441915,25.3
Yugoslavia/Serbia (1991/1992),SRB,6945235,2.4173e-5,8.34767e-5,5.93037e-5,2.58365e-12,8.92212e-12,6.33847e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,127485398470.83385,18355.807754645284,41252996336.6066,5939.755290729054,34.5
Estonia,EST,1326898,2.5205e-6,1.10631e-5,8.5426e-6,1.89959e-12,8.33781e-12,6.43822e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,50784821075.7082,38273.34209239007,25802212077.3129,19445.512825637616,30.8
Namibia,NAM,2446644,6.6704e-6,2.27593e-5,1.60889e-5,2.67403e-12,9.12371e-12,6.44968e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,24902097922.672256,10178.063470890025,10611810057.9803,4337.29224929344,NA
Sweden,SWE,10278887,8.7799e-6,7.73077e-5,6.85277e-5,8.5417e-13,7.52101e-12,6.66684e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,597295847521.6295,58109.000276161176,457554024080.648,44513.96577087072,29.3
Bahamas,BHS,404557,5.6746e-6,8.2931e-6,2.6185e-6,1.456943e-11,2.129243e-11,6.723e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13621084551.192257,33669.13574896061,11698187434.1352,28916.04257035523,NA
Norway,NOR,5347896,1.6476e-6,3.92923e-5,3.76447e-5,3.0807e-13,7.34724e-12,7.03916e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,385332127362.12054,72053.03307359017,320983195986.259,60020.463372185804,27.7
Botswana,BWA,2499702,1.01808e-5,2.71567e-5,1.6976e-5,4.41931e-12,1.17883e-11,7.36899e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,37329892713.07652,14933.737186703263,12801736449.5483,5121.305039380014,NA
Iceland,ISL,360563,1.89e-8,2.68e-6,2.6611e-6,5.229e-14,7.43269e-12,7.3804e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,21466829308.784397,59536.9722039821,20736980234.9111,57512.779278270646,NA
Venezuela,VEN,28971683,9.707945e-4,0.001189325,2.185305e-4,3.404406e-11,4.170753e-11,7.66348e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,NA,NA,NA,NA,NA
Libya,LBY,6569088,8.7291e-6,6.22469e-5,5.35178e-5,1.28796e-12,9.1844e-12,7.89644e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,158392951889.99835,24111.863304312312,44338387581.103,6749.549949871732,NA
Germany,DEU,83092962,7.59907e-5,7.615679e-4,6.855771e-4,9.1453e-13,9.16525e-12,8.25072e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4929834438495.624,59329.145571867135,3292399973632.14,39623.090745424866,31.7
Denmark,DNK,5814422,1.12999e-5,5.94778e-5,4.81779e-5,1.94343e-12,1.022935e-11,8.28593e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,358440302432.24194,61646.76427549324,298859026239.489,51399.610526977405,27.7
El Salvador,SLV,6280217,1.314087e-4,1.896162e-4,5.82076e-5,2.036223e-11,2.938169e-11,9.01946e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,56122864631.12434,8936.453092484597,21799043846.5321,3471.065386201162,38.8
Japan,JPN,126633000,3.259541e-4,0.0014940179,0.0011680638,2.58151e-12,1.18324e-11,9.25089e-12,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5562601947410.039,43926.953854129955,4012802641669.74,31688.44330995665,NA
Netherlands,NLD,17344874,7.0011e-6,1.852851e-4,1.78284e-4,4.0364e-13,1.068241e-11,1.027877e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1023064404881.3268,58983.674651157846,762848872240.906,43981.22881958704,29.2
Switzerland,CHE,8575280,1.94789e-5,1.139061e-4,9.44272e-5,2.27152e-12,1.328308e-11,1.101156e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,601514487109.7234,70145.17159902923,542573034304.059,63271.75722589339,NA
Belgium,BEL,11488980,5.5986e-6,1.353544e-4,1.297558e-4,4.873e-13,1.178123e-11,1.129393e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,647300767076.3889,56341.01261177136,439830970223.445,38282.85628693278,27.2
United Arab Emirates,ARE,9211657,3.163e-7,1.124546e-4,1.121383e-4,3.237e-14,1.150957e-11,1.14772e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,692688775754.0035,75196.97875789378,379993532586.237,41251.37666179244,NA
Bahrain,BHR,1494188,3.8e-9,1.93206e-5,1.93168e-5,2.33e-15,1.17725e-11,1.177017e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,72984436635.51468,48845.55131985713,29045694429.3583,19439.116382515655,NA
Ireland,IRL,4934340,6.9492e-6,6.588e-5,5.89307e-5,1.40834e-12,1.335132e-11,1.194298e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,343851263269.98285,69685.36081218215,212558119884.453,43077.31528116283,30.8
South Korea,KOR,51764822,3.08545e-5,7.001572e-4,6.693027e-4,5.9605e-13,1.352573e-11,1.292968e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2266520881778.473,43784.96427126656,1342049844652.39,25925.904751539372,NA
Israel,ISR,9054000,1.46521e-5,1.634903e-4,1.488381e-4,1.61831e-12,1.805724e-11,1.643893e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,368572699393.6356,40708.272519730024,344085117979.115,38003.657828486306,NA
Kuwait,KWT,4441100,7.62e-8,9.41401e-5,9.40638e-5,1.812e-14,2.237659e-11,2.235847e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,249893842520.51016,56268.45658069176,127783514594.934,28772.942423033484,NA
Luxembourg,LUX,620001,4.532e-7,1.45502e-5,1.40969e-5,7.31e-13,2.346796e-11,2.273696e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,49901433872.76379,80486.05384953215,38127732823.3527,61496.24407598165,34.2
Singapore,SGP,5703569,4.929e-7,1.596818e-4,1.591889e-4,8.642e-14,2.799681e-11,2.791039e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,518432255364.4846,90896.11353250651,266538878653.449,46731.94602422606,NA
Qatar,QAT,2807235,3.56e-8,1.082917e-4,1.082561e-4,1.258e-14,3.823763e-11,3.822505e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,259179574788.9846,92325.57117198403,133854996403.175,47682.14859218235,NA
Brunei Darussalam,BRN,438048,8.8923e-6,2.56667e-5,1.67744e-5,2.052253e-11,5.923591e-11,3.871338e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,28799884531.493706,65745.95599453418,10598249211.6369,24194.264582047857,NA
Hong Kong,HKG,7507900,0,5.751373e-4,5.751373e-4,0,7.660939e-11,7.660939e-11,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,489945876552.5162,65257.37910101575,NA,NA,NA
